test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,global information,446,10,436,2,615.88,819.09,1050.21,855.04,909.31,1050.62,1050.62,139.7,5.209,5.209,5.209,0.051,87.2,71.9,528.77,1463.59,480.26,782.85,1090.56,1243.14,312.81,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,place_order_step,446,10,436,2,615.88,818.83,1048.5,855.04,909.31,1048.58,1048.58,139.47,2.604,2.604,2.604,0.025,87.2,71.88,528.62,1463.57,480.26,782.85,1090.56,1242.11,312.8,1.052,1.052,1.052,0.448
