test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,global information,529,10,519,2,462.37,872.45,1035.34,891.39,1014.27,1035.78,1035.78,170.84,5.217,5.218,5.219,0.051,103.8,65.77,452.38,1872.12,362.5,646.66,1000.96,1352.7,294.66,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,place_order_step,529,10,519,2,460.94,871.83,1035.33,891.39,1013.76,1035.78,1035.78,171.03,2.608,2.608,2.609,0.025,103.8,65.68,452.15,1872.02,362.24,646.66,1000.96,1352.7,294.64,1.052,1.052,1.052,0.533
