test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,global information,522,10,512,2,899.32,1069.85,1207.79,1034.75,1158.14,1208.32,1208.32,97.43,5.193,5.202,5.205,0.051,102.4,49.14,469.5,1684.71,378.11,658.43,1049.6,1299.46,292.88,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,place_order_step,522,10,512,2,899.31,1069.35,1207.72,1034.75,1156.1,1208.32,1208.32,97.33,2.597,2.601,2.603,0.025,102.4,49.12,469.37,1684.47,377.6,658.43,1048.58,1299.46,292.87,1.052,1.052,1.052,0.526
