test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,global information,434,10,424,2,670.66,1081.21,1416.88,1140.73,1239.04,1417.22,1417.22,217.38,5.203,5.204,5.205,0.051,84.8,70.81,555.34,2386.18,412.67,825.34,1375.23,1707.01,410.07,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,place_order_step,434,10,424,2,670.63,1081.03,1416.83,1140.73,1239.04,1417.22,1417.22,217.56,2.602,2.602,2.603,0.025,84.8,70.76,555.12,2384.02,412.67,825.34,1375.23,1707.01,410.1,1.052,1.052,1.052,0.435
