test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,global information,469,100,369,20,198.79,958.28,2573.4,892.42,1179.65,1744.9,2263.04,463.4,5.205,5.221,5.223,0.510,73.8,68.33,391.08,2703.35,294.4,517.12,934.91,1280,310.04,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,place_order_step,469,100,369,20,198.76,958.21,2573.39,892.42,1179.65,1744.9,2263.04,463.41,2.603,2.610,2.611,0.255,73.8,68.26,390.95,2703.14,294.14,517.12,934.91,1280,310.05,1.053,1.053,1.053,0.379
