test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,global information,524,10,514,2,722.47,865.54,1006.08,840.7,908.8,1006.08,1006.08,77.58,5.199,5.204,5.205,0.051,102.8,62.02,463.36,2023.74,390.14,596.99,1040.9,1512.45,314.22,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,place_order_step,524,10,514,2,722.46,864.89,1006.06,838.14,906.75,1006.08,1006.08,77.75,2.600,2.602,2.603,0.025,102.8,61.97,462.99,2023.71,387.58,596.48,1039.36,1511.42,314.17,1.052,1.052,1.052,0.528
