test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:02,global information,6272,0,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,0.64,13.22,78.34,10.49,18.54,35.68,48.96,11.18,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:02,place_order_step,6272,0,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,3136,0.34,10.17,76.52,6.85,14.95,32.16,46.05,10.78,0,0,0,0
