test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,global information,466,100,366,20,265.22,905.59,2641.83,967.17,1117.18,1469.44,2134.02,396.59,5.215,5.225,5.227,0.510,73.2,60.38,410.55,2712.48,303.87,495.36,929.28,2693.12,400.47,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,place_order_step,466,100,366,20,265.22,905.53,2641.74,967.17,1117.18,1469.44,2134.02,396.57,2.607,2.612,2.613,0.255,73.2,60.29,410.42,2711.37,303.62,495.36,929.28,2693.12,400.41,1.053,1.053,1.053,0.376
