test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,ok_rps,ok_min,ok_mean,ok_max,ok_50_percent,ok_75_percent,ok_95_percent,ok_99_percent,ok_std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb,fail_rps,fail_min,fail_mean,fail_max,fail_50_percent,fail_75_percent,fail_95_percent,fail_99_percent,fail_std_dev,fail_data_transfer_min_kb,fail_data_transfer_mean_kb,fail_data_transfer_max_kb,fail_data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,global information,666,10,656,2,495.98,873.43,1008.47,911.87,948.22,1008.64,1008.64,136.4,5.207,5.211,5.213,0.051,131.2,47.5,350.11,1550.86,272.38,431.1,902.66,1418.24,265.91,0,0,0,0
nbomber_default_test_suite_name,nbomber_default_test_name,place_order_concurrency,00:00:05,place_order_step,666,10,656,2,495.96,872.98,1008.45,908.8,948.22,1008.64,1008.64,136.37,2.604,2.605,2.606,0.025,131.2,47.47,349.95,1550.76,272.13,431.1,902.66,1418.24,265.85,1.052,1.052,1.052,0.674
